x,Dy,Rz
0,0,0
0.0714285714285714,-0.282075102237237,-5.52020563446263
0.142857142857143,-0.846846228961495,-8.6542778386786
0.214285714285714,-1.577831466435,-10.5921242420028
0.285714285714286,-2.41432769664008,-11.8710917378369
0.357142857142857,-3.32191097657187,-12.7599512233127
0.428571428571429,-4.27973478808108,-13.4042223402068
0.5,-5.27449368034902,-13.8878456171489
0.571428571428571,-6.29732229291609,-14.2618183484751
0.642857142857143,-7.34209850932609,-14.5584941754072
0.714285714285714,-8.40446506845092,-14.7991662083945
0.785714285714286,-9.48123997097267,-14.9982969647024
0.857142857142857,-10.5700474809158,-15.1659818082491
0.928571428571429,-11.6690794557681,-15.3094378420188
1,-12.7769363989092,-15.4339330900779
1.07142857142857,-13.89251874677,-15.5433825029043
1.14285714285714,-15.0149505919218,-15.6407389741881
1.21428571428571,-16.1435247208614,-15.7282540436876
1.28571428571429,-17.2776617430736,-15.8076526344727
1.35714285714286,-18.4168783645479,-15.880248142078
1.42857142857143,-19.5607611136216,-15.9470126595966
1.5,-20.7089423358011,-16.0086087149331
1.57142857142857,-21.8610750796188,-16.0653813250581
1.64285714285714,-23.0168023943925,-16.1173005944529
1.71428571428571,-24.1757139809001,-16.1638345225787
1.78571428571429,-25.3372778724726,-16.2037239835669
1.85714285714286,-26.5007248035361,-16.2346671697026
1.92857142857143,-27.6648471825999,-16.253250037136
2,-28.8276767023656,-16.2577263247535
