x,Dy,Rz
0,0,0
0.00668896321070234,-0.00926175584094117,-0.676330564489712
0.0133779264214047,-0.0226981488213918,-1.31216507344055
0.020066889632107,-0.0400588585480149,-1.91058911170507
0.0267558528428094,-0.0611126113276896,-2.47440656449305
0.0334448160535117,-0.0856454467304967,-3.0061693898672
0.040133779264214,-0.113459166596649,-3.50820383287767
0.0468227424749164,-0.144369944786324,-3.98263355409977
0.0535117056856187,-0.178207078839598,-4.43140007642857
0.0602006688963211,-0.214811867166142,-4.85628089597875
0.0668896321070234,-0.254036597486388,-5.25890555398047
0.0735785953177258,-0.29574363405197,-5.64076992513222
0.0802675585284281,-0.339804592728507,-6.00324894272313
0.0869565217391304,-0.386099594366215,-6.34760795094431
0.0936454849498328,-0.434516588044928,-6.67501284932417
0.100334448160535,-0.484950736786587,-6.98653917244647
0.107023411371237,-0.537303859202437,-7.28318022945985
0.11371237458194,-0.591483921303001,-7.56585441188004
0.120401337792642,-0.64740457336234,-7.8354117644175
0.127090301003344,-0.704984727307721,-8.09263990169526
0.133779264214047,-0.764148170613112,-8.33826934347242
0.140468227424749,-0.824823213119771,-8.57297833211869
0.147157190635452,-0.88694236359785,-8.79739718839524
0.153846153846154,-0.950442033206731,-9.01211225491692
0.160535117056856,-1.01526226331474,-9.21766947085777
0.167224080267559,-1.08134647540628,-9.41457761639406
0.173913043478261,-1.14864124104085,-9.60331126095361
0.180602006688963,-1.21709607003779,-9.78431344546898
0.187290969899666,-1.28666321524614,-9.95799812544052
0.193979933110368,-1.35729749242389,-10.1247523986384
0.20066889632107,-1.42895611389754,-10.2849385386572
0.207357859531773,-1.50159853480345,-10.4388958532315
0.214046822742475,-1.57518631082879,-10.5869423841948
0.220735785953177,-1.64968296647391,-10.7293764641654
0.22742474916388,-1.72505387295111,-10.866478143463
0.234113712374582,-1.80126613491764,-10.9985104993544
0.240802675585284,-1.87828848531567,-11.1257208384817
0.247491638795987,-1.95609118765876,-11.2483418022236
0.254180602006689,-2.03464594516457,-11.3665923837565
0.260869565217391,-2.11392581618759,-11.4806788647101
0.267558528428094,-2.19390513545454,-11.5907956785322
0.274247491638796,-2.27455944064883,-11.6971262069822
0.280936454849498,-2.35586540393031,-11.7998435155524
0.287625418060201,-2.43780076801215,-11.8991110330615
0.294314381270903,-2.52034428644945,-11.995083180166
0.301003344481605,-2.603475667823,-12.0879059510914
0.307692307692308,-2.68717552352873,-12.1777174524827
0.31438127090301,-2.77142531890711,-12.264648402917
0.321070234113712,-2.85620732746895,-12.3488225962956
0.327759197324415,-2.94150458799369,-12.4303573320435
0.334448160535117,-3.02730086429467,-12.5093638147816
0.341137123745819,-3.11358060746206,-12.5859475258989
0.347826086956522,-3.20032892040948,-12.6602085692425
0.354515050167224,-3.28753152456373,-12.7322419929439
0.361204013377926,-3.37517472854988,-12.8021380892322
0.367892976588629,-3.46324539873508,-12.8699826739212
0.374581939799331,-3.55173093150528,-12.9358573471169
0.381270903010033,-3.64061922715828,-12.999839736562
0.387959866220736,-3.72989866530554,-13.0620037249142
0.394648829431438,-3.81955808168306,-13.1224196621485
0.40133779264214,-3.9095867462792,-13.1811545641771
0.408026755852843,-3.99997434269383,-13.2382722986915
0.414715719063545,-4.09071094864969,-13.2938337591472
0.421404682274247,-4.18178701758239,-13.3478970277435
0.42809364548495,-4.27319336124069,-13.4005175281786
0.434782608695652,-4.36492113323387,-13.4517481688995
0.441471571906354,-4.45696181346699,-13.501639477514
0.448160535117057,-4.54930719340942,-13.5502397269737
0.454849498327759,-4.64194936214549,-13.5975950540973
0.461538461538462,-4.73488069315973,-13.6437495709546
0.468227424749164,-4.82809383181256,-13.6887454695952
0.474916387959866,-4.92158168346497,-13.7326231205687
0.481605351170569,-5.0153374022138,-13.7754211656507
0.488294314381271,-5.10935438020163,-13.8171766051566
0.494983277591973,-5.20362623746775,-13.8579248801991
0.501672240802676,-5.29814681230875,-13.8976999502189
0.508361204013378,-5.39291015211956,-13.936534366093
0.51505016722408,-5.4879105046874,-13.9744593391058
0.521739130434783,-5.58314230991297,-14.0115048060446
0.528428093645485,-5.67860019193493,-14.0476994906658
0.535117056856187,-5.77427895163509,-14.0830709617595
