x,Dy,Rz
0,0,0
0.0588235294117647,-0.207056714209056,-4.77067630417192
0.117647058823529,-0.624172937814408,-7.72595425778837
0.176470588235294,-1.17468082273312,-9.67340776746135
0.235294117647059,-1.81480031656002,-11.0213029576462
0.294117647058824,-2.51790804797609,-11.9923061176251
0.352941176470588,-3.26697312815684,-12.7154885072861
0.411764705882353,-4.05063769064795,-13.2695094085574
0.470588235294118,-4.86105853325003,-13.7043573628694
0.529411764705882,-5.69265686760791,-14.0529521597887
0.588235294117647,-6.54136244590026,-14.3376478144874
0.647058823529412,-7.40413950781581,-14.5740340063914
0.705882352941177,-8.27867986435145,-14.7732406524298
0.764705882352941,-9.16319857207169,-14.9433801963512
0.823529411764706,-10.0562945058786,-15.0904759134332
0.882352941176471,-10.9568530930516,-15.2190744263338
0.941176470588235,-11.8639770895528,-15.3326588715154
1,-12.7769363989092,-15.4339330900779
1.05882352941176,-13.6951310572605,-15.5250204558836
1.11764705882353,-14.6180634583795,-15.6076049654669
1.17647058823529,-15.5453171335704,-15.6830324037957
1.23529411764706,-16.4765402012777,-15.752383213984
1.29411764705882,-17.411432117214,-15.8165246726039
1.35294117647059,-18.3497326799511,-15.8761472331106
1.41176470588235,-19.2912124304849,-15.9317879003456
1.47058823529412,-20.2356636497381,-15.9838418634098
1.52941176470588,-21.1828911025751,-16.0325620477301
1.58823529411765,-22.1327014690878,-16.0780444876974
1.64705882352941,-23.0848899704582,-16.1201952617283
1.70588235294118,-24.0392218978772,-16.1586722818434
1.76470588235294,-24.9954053450887,-16.1927941119505
1.82352941176471,-25.9530490638612,-16.2214163315054
1.88235294117647,-26.9115957591362,-16.2428297971471
1.94117647058824,-27.870218029313,-16.2549975036782
2,-28.8276767023656,-16.2577263247535
