x,Dy,Rz
0,0,0
0.0909090909090909,-0.41446003143639,-6.54305280816313
0.181818181818182,-1.22966326471818,-9.81642506754164
0.272727272727273,-2.25617087419233,-11.6732835131662
0.363636363636364,-3.40715164188051,-12.8270418326127
0.454545454545455,-4.63773202469259,-13.5954689161095
0.545454545454545,-5.92256893969182,-14.1361779437404
0.636363636363636,-7.24633630613842,-14.5340993899495
0.727272727272727,-8.59924931563009,-14.8381183214935
0.818181818181818,-9.97478057836838,-15.077927597992
0.909090909090909,-11.3684155781419,-15.2723869563261
1,-12.7769363989092,-15.4339330900779
1.09090909090909,-14.1979896732827,-15.5710278031153
1.18181818181818,-15.6298146001857,-15.6895736921572
1.27272727272727,-17.07106410179,-15.7937561803376
1.36363636363636,-18.520680671921,-15.8865464554346
1.45454545454545,-19.9778026307951,-15.9699839223476
1.54545454545455,-21.4416824159484,-16.0452875763145
1.63636363636364,-22.9115979106836,-16.1127908258923
1.72727272727273,-24.3867286404712,-16.171632973782
1.81818181818182,-25.8659432965089,-16.2190824122793
1.90909090909091,-27.3473869828309,-16.2496145158794
2,-28.8276767023656,-16.2577263247535
