x,Dy,Rz
0,0,0
0.0588235294117647,-0.21314537041343,-4.77067630417192
0.117647058823529,-0.635057022476791,-7.72595425778837
0.176470588235294,-1.18945952685089,-9.67340776746135
0.235294117647059,-1.83282021050133,-11.0213029576462
0.294117647058824,-2.53867959372009,-11.9923061176251
0.352941176470588,-3.29011980626906,-12.7154885072861
0.411764705882353,-4.07586353590132,-13.2695094085574
0.470588235294118,-4.88812661008093,-13.7043573628694
0.529411764705882,-5.72137453177464,-14.0529521597887
0.588235294117647,-6.57157097126018,-14.3376478144874
0.647058823529412,-7.43570660951855,-14.5740340063914
0.705882352941177,-8.31149419629258,-14.7732406524298
0.764705882352941,-9.19716560194903,-14.9433801963512
0.823529411764706,-10.0913333713916,-15.0904759134332
0.882352941176471,-10.9928941694221,-15.2190744263338
0.941176470588235,-11.9009600806215,-15.3326588715154
1,-12.8148088183532,-15.4339330900779
1.05882352941176,-13.7338470029573,-15.5250204558836
1.11764705882353,-14.6575826076496,-15.6076049654669
1.17647058823529,-15.5856039036812,-15.6830324037957
1.23529411764706,-16.5175630303936,-15.752383213984
1.29411764705882,-17.453162827172,-15.8165246726039
1.35294117647059,-18.3921458842425,-15.8761472331106
1.41176470588235,-19.3342849482667,-15.9317879003456
1.47058823529412,-20.279373878156,-15.9838418634098
1.52941176470588,-21.2272182820492,-16.0325620477301
1.58823529411765,-22.1776247432823,-16.0780444876974
1.64705882352941,-23.1303870820955,-16.1201952617283
1.70588235294118,-24.0852672480858,-16.1586722818434
1.76470588235294,-25.0419669233766,-16.1927941119505
1.82352941176471,-26.0000833045724,-16.2214163315054
1.88235294117647,-26.9590383958408,-16.2428297971471
1.94117647058824,-27.9179666900818,-16.2549975036782
2,-28.8755548829353,-16.2577263247535
