epochs,loss
648,0.00045817
649,0.000228553
650,0.000185618
651,0.000276999
652,0.000340684
653,0.000203605
654,0.000320928
655,0.000739214
656,0.00048694
657,0.000291612
658,0.000436641
659,0.00028737
660,0.0006706
661,0.00082211
662,0.000539551
663,0.000383272
664,0.000172075
665,0.000287977
666,0.000773551
667,0.00037684
668,0.000165854
669,0.001076
670,0.000964748
671,0.000270894
672,0.000269344
673,0.000580615
674,0.000745013
675,0.000428652
676,0.000221269
677,0.00019208
678,0.000202263
679,0.000104253
680,0.000249188
681,0.000205132
682,0.000193162
683,0.000198225
684,0.00020222
685,0.00132133
686,0.000325253
687,0.000263883
688,0.000500976
689,0.000223499
690,0.000906729
691,0.000399433
692,0.000560518
693,0.000329077
694,0.000678624
695,0.000552529
696,0.000342016
697,0.000317623
698,0.00136493
699,0.000155171
700,0.000159143
701,0.000197936
702,0.000141405
703,0.000915569
704,0.000129451
705,0.000125329
706,7.39668e-05
707,0.000114479
708,0.000155539
709,0.000102248
710,0.000143923
711,0.000437856
712,0.00547197
713,0.000338316
714,0.000146905
715,0.000126728
716,0.000109481
717,0.000198147
718,0.000312362
719,0.000172063
720,0.00021661
721,0.000794366
722,0.000259555
723,8.92313e-05
724,0.000227856
725,0.000215556
726,0.00018665
727,0.000130203
728,9.28791e-05
729,9.46146e-05
730,0.00011671
731,0.000676966
732,0.00070334
733,0.000594225
734,0.000114827
735,7.99303e-05
736,0.000112058
737,0.00125912
738,0.00384183
739,0.000288632
740,0.000163924
741,9.02839e-05
742,9.80299e-05
743,0.000189001
744,0.000211187
745,0.000164411
746,9.88181e-05
747,0.000143486
748,0.000157734
749,0.000120786
750,0.000114094
751,7.20488e-05
752,0.000198621
753,0.000369698
754,0.000108147
755,0.000316578
756,0.000441184
757,0.00109189
758,0.00033239
759,7.95612e-05
760,0.000280483
761,0.000152432
762,0.000222726
763,0.000498841
764,0.000453964
765,0.000608543
766,0.000696874
767,0.00110692
768,0.000266981
769,6.67406e-05
770,0.000224139
771,0.000473738
772,0.000343167
773,8.42801e-05
774,0.000170419
775,0.000102609
776,0.000174056
777,0.000150171
778,0.00221014
779,0.00105804
780,0.000703393
781,7.92013e-05
782,0.000112327
783,0.000117074
784,0.00010934
785,0.000135371
786,0.000399109
787,0.000301096
788,0.000285516
789,0.000821147
790,0.00033723
791,0.000290958
792,0.000379156
793,0.000148596
794,0.000850137
795,0.000327977
796,0.000270477
797,9.97755e-05
798,0.000150706
799,6.55203e-05
800,9.81791e-05
801,9.0124e-05
802,0.000261522
803,9.92773e-05
804,0.000130082
805,0.00100819
806,0.000786025
807,0.000307733
808,0.000195287
809,0.000186408
810,0.000153885
811,0.000145741
812,0.000232216
813,0.000219919
814,0.000152035
815,0.000328578
816,0.00237047
817,0.000135059
818,9.03213e-05
819,0.00015173
820,0.000137476
821,7.60592e-05
822,0.000253649
823,0.000199201
824,0.00068101
825,0.00149527
826,0.000568486
827,0.000368521
828,0.000162892
829,0.000246085
830,0.000175368
831,9.4546e-05
832,8.08951e-05
833,0.000215594
834,0.000219832
835,0.000666262
836,0.00145645
837,0.000997985
838,0.000158542
839,0.000164823
840,0.000295092
841,0.000121366
842,0.000439252
843,9.18977e-05
844,7.1418e-05
845,0.000211707
846,0.000112151
847,0.000157271
848,0.00051869
849,0.000673564
850,0.000282622
851,0.000479307
852,0.000231907
853,0.000102221
854,0.000173246
855,7.55834e-05
856,6.59571e-05
857,0.00011938
858,0.000219627
859,0.000169986
860,0.000318157
861,0.000302467
862,0.000922645
863,0.000563067
864,0.000258926
865,0.000366896
866,0.000381192
867,0.000295804
868,8.62677e-05
869,7.90639e-05
870,9.6957e-05
871,0.000281221
872,0.000970301
873,0.0008345
874,0.00625569
875,0.000642503
876,5.31639e-05
877,5.73707e-05
878,6.97414e-05
879,6.88083e-05
880,8.19281e-05
881,9.40808e-05
882,5.63007e-05
883,5.29602e-05
884,9.63664e-05
885,9.08052e-05
886,6.76789e-05
887,8.31465e-05
888,7.3693e-05
889,9.43863e-05
890,0.00013284
891,0.000116989
892,0.000219442
893,0.000450555
894,0.000705365
895,0.000165836
896,0.000343504
897,0.000186336
898,0.000178809
899,0.00146645
900,0.000309328
901,7.6034e-05
902,9.91866e-05
903,0.000370214
904,7.64923e-05
905,7.34964e-05
906,0.000773327
907,0.000810826
908,7.63162e-05
909,6.97061e-05
910,0.000105677
911,0.000134953
912,7.04257e-05
913,0.000560096
914,0.00191746
915,0.000940806
916,0.000171224
917,5.58706e-05
918,5.66095e-05
919,7.433e-05
920,6.02346e-05
921,0.000101406
922,9.69023e-05
923,9.84227e-05
924,0.000231121
925,0.000354493
926,0.000391332
927,0.00159757
928,0.000773238
929,9.80597e-05
930,0.000108933
931,0.000111085
932,0.000156527
933,0.00010634
934,8.76871e-05
935,0.00020107
936,0.000161545
937,0.000202562
938,0.000144613
939,0.000107543
940,0.000288396
941,0.000265544
942,8.29344e-05
943,0.000291125
944,0.000508263
945,0.000523694
946,0.00151261
947,0.00154339
948,0.000405454
949,5.75589e-05
950,0.00050422
951,0.000128502
952,6.32668e-05
953,0.000173532
954,0.000223678
955,0.000725507
956,0.000277914
957,0.000102011
958,0.00025303
959,4.71905e-05
960,9.94216e-05
961,9.3936e-05
962,0.000163976
963,0.000147487
964,0.000273834
965,0.000111955
966,0.000234604
967,9.48663e-05
968,0.000590742
969,0.000449155
970,0.000124403
971,0.000350654
972,0.000211923
973,0.000170115
974,0.00366122
975,0.000346485
976,8.27909e-05
977,6.9059e-05
978,5.77195e-05
979,7.28671e-05
980,4.19905e-05
981,4.94438e-05
982,4.77255e-05
983,6.14262e-05
984,8.51247e-05
985,0.00024337
986,0.000137188
987,0.000211032
988,9.20559e-05
989,0.000104472
990,0.000396774
991,0.00900702
992,0.000814381
993,5.26513e-05
994,0.000133151
995,4.45109e-05
996,0.000102638
997,8.16283e-05
998,0.000204652
999,7.61394e-05
1000,7.66446e-05
1001,6.18398e-05
